,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
1201,0,296.8,308.0,1561,38.3,9,0
1202,0,299.6,309.3,1558,34.8,115,0
1203,1,299.9,309.4,1483,38.1,193,0
1204,1,300.8,310.9,1522,41.7,115,0
1205,1,300.6,309.7,1934,22.8,15,0
1206,1,301.4,310.6,1431,40.6,101,0
1207,1,300.5,312.0,1779,27.7,46,0
1208,1,301.2,312.4,1505,39.6,102,0
1209,0,301.1,310.8,1608,32.9,119,0
1210,0,303.4,311.7,1476,42.3,180,0
1211,0,301.9,310.8,1427,47.7,92,0
1212,0,297.9,309.0,1456,46.5,52,0
1213,1,301.7,310.7,1861,21.8,84,0
1214,0,302.5,312.0,1574,33.8,63,0
1215,1,301.0,310.9,1765,24.2,179,0
1216,0,303.7,312.3,1922,23.1,193,0
1217,0,302.5,312.0,2052,18.9,40,0
1218,1,298.4,309.2,1597,33.5,116,0
1219,1,300.8,311.2,1488,40.1,87,0
1220,0,299.4,308.7,1553,42.7,128,0
1221,0,302.3,310.9,1459,35.0,32,0
1222,1,298.5,308.0,1713,25.8,154,0
1223,2,301.9,311.0,1871,26.0,132,0
1224,1,297.5,308.3,1622,37.2,103,0
1225,0,301.7,309.8,1491,39.3,114,0
1226,0,304.1,313.6,1611,31.4,144,0
1227,1,298.3,308.9,1646,25.4,46,0
1228,0,298.6,310.0,1522,40.3,32,0
1229,0,301.3,310.9,2165,17.4,143,0
1230,0,299.7,311.0,1983,21.0,201,0
1231,0,302.0,310.4,1611,35.6,117,0
1232,0,297.5,308.4,1723,27.3,67,0
1233,1,301.5,310.5,1612,29.8,148,0
1234,0,302.0,310.9,1663,31.5,81,0
1235,0,302.1,311.0,1586,35.1,142,0
1236,0,297.5,308.4,1747,31.0,45,0
1237,0,301.9,310.6,1573,36.6,15,0
1238,0,301.3,310.4,1440,41.5,197,0
1239,0,297.6,308.6,1528,40.0,123,0
1240,1,300.4,311.4,1355,56.2,122,0
1241,0,302.4,311.8,1451,42.0,110,0
1242,1,302.7,310.8,1555,36.1,35,0
1243,0,298.5,309.5,1480,38.1,160,0
1244,1,300.1,309.2,1457,44.3,98,0
1245,0,301.7,311.0,1474,42.6,164,0
1246,2,301.5,310.8,1474,38.7,58,0
1247,0,299.6,310.1,1487,42.9,42,0
1248,0,300.6,311.0,1543,34.7,89,0
1249,0,299.5,309.3,1941,22.5,18,0
1250,1,302.7,312.0,1944,21.4,71,0
1251,0,300.7,312.0,1401,51.1,50,0
1252,0,297.4,309.3,1332,53.2,115,0
1253,0,301.5,310.5,1389,54.9,187,0
1254,1,299.9,309.2,1539,43.2,132,0
1255,1,299.0,310.2,1564,39.9,97,0
1256,0,303.6,312.4,1363,53.1,7,0
1257,0,299.7,309.1,1475,40.0,123,0
1258,0,298.8,310.2,1504,41.0,51,0
1259,0,298.4,309.2,1335,53.5,168,0
1260,2,297.7,308.4,1288,49.5,91,0
1261,1,298.5,309.3,1692,26.7,118,0
1262,1,298.1,308.3,1453,41.5,204,2
1263,1,302.3,311.3,1444,43.1,115,0
1264,0,302.9,312.2,1340,57.8,90,0
1265,0,298.7,309.7,1293,59.1,125,0
1266,0,302.4,310.4,1865,23.9,129,0
1267,0,302.7,312.4,1423,51.9,60,0
1268,0,297.7,307.7,1581,34.9,31,0
1269,0,296.9,307.6,1435,45.0,119,0
1270,1,300.7,311.0,1413,44.3,72,0
1271,0,300.7,311.9,1462,39.7,181,0
1272,0,297.2,308.6,1578,34.4,76,0
1273,2,297.5,308.6,1536,38.7,7,0
1274,1,297.6,308.3,1567,34.6,71,0
1275,0,296.6,307.5,1557,35.1,60,0
1276,0,302.1,311.4,1889,22.7,194,0
1277,0,297.5,308.3,1437,42.3,29,0
1278,1,300.5,310.2,1386,48.2,225,0
1279,1,302.2,310.5,1832,23.7,129,0
1280,0,296.3,307.3,1567,31.4,5,0
1281,0,298.4,309.2,1651,28.5,141,0
1282,0,299.3,308.8,1772,25.2,89,0
1283,0,300.5,309.5,1653,27.6,62,0
1284,1,299.3,308.7,1390,49.3,215,0
1285,1,296.6,307.5,1566,35.0,201,0
1286,0,302.4,311.0,1329,54.6,176,0
1287,0,299.0,310.3,1428,46.3,175,0
1288,0,297.7,309.1,1562,36.8,172,0
1289,1,301.6,310.6,1553,38.9,0,0
1290,0,303.9,313.1,1491,37.2,195,0
1291,0,303.8,312.9,1819,23.7,16,0
1292,1,300.3,310.0,1409,43.2,9,0
1293,0,300.1,309.4,1559,39.7,24,0
1294,1,298.9,310.1,1549,40.2,65,0
1295,1,297.4,309.3,1564,36.0,126,0
1296,0,300.7,309.5,1850,24.5,19,0
1297,0,303.4,311.5,1879,21.3,78,0
1298,0,297.4,308.3,1493,41.2,43,0
1299,1,298.3,309.2,1359,51.4,21,0
1300,1,298.3,308.5,1629,37.1,170,0
1301,1,300.7,309.8,1490,38.8,173,0
1302,0,298.8,309.8,1563,33.7,143,0
1303,0,301.7,310.5,2465,13.7,149,0
1304,1,303.7,312.8,1685,31.8,203,0
1305,0,297.4,308.9,1809,23.8,131,0
1306,0,300.7,310.8,1519,43.9,55,0
1307,0,302.2,311.5,1346,52.4,157,0
1308,0,301.7,310.7,1763,25.9,3,0
1309,0,297.5,308.6,1621,28.9,0,0
1310,1,304.3,313.6,1585,32.1,202,0
1311,1,302.5,310.4,1605,36.0,69,0
1312,0,301.0,311.5,1444,39.8,197,0
1313,0,301.9,311.0,1455,46.0,29,0
1314,0,296.8,308.1,1356,48.3,201,0
1315,0,296.0,306.7,1416,44.2,46,0
1316,0,300.7,310.5,1445,41.1,201,0
1317,2,300.6,310.0,1483,44.0,97,0
1318,0,301.1,311.3,1622,35.6,34,0
1319,0,300.8,310.8,1689,32.9,151,0
1320,0,303.6,312.4,1418,46.0,128,0
1321,1,301.8,310.8,1365,48.2,199,0
1322,0,297.0,307.6,1680,35.8,20,0
1323,2,297.7,308.8,1404,50.3,97,0
1324,2,298.8,309.6,1309,57.4,185,0
1325,1,302.2,311.1,1728,34.0,179,0
1326,1,300.6,310.8,1389,48.1,88,0
1327,2,300.4,309.8,1409,47.5,138,0
1328,0,298.0,307.7,1643,32.3,200,0
1329,1,301.9,309.6,1551,34.6,211,0
1330,2,301.4,310.7,1516,36.4,83,0
1331,1,298.6,309.7,1422,49.7,139,0
1332,0,301.4,310.8,1362,53.2,4,0
1333,0,300.3,311.7,1317,56.5,7,0
1334,0,296.6,307.3,1474,40.0,158,0
1335,0,299.7,309.5,1352,49.7,184,0
1336,0,297.6,308.5,1475,42.4,24,0
1337,1,297.9,307.8,1303,59.3,75,0
1338,0,299.6,309.2,1422,39.8,219,0
1339,1,299.3,308.9,1767,24.8,196,0
1340,0,297.5,308.5,1546,40.4,129,0
1341,0,301.8,310.7,1547,41.7,72,0
1342,1,301.7,310.6,1380,45.8,70,0
1343,0,302.3,311.4,1511,34.7,75,0
1344,0,299.3,308.8,1341,47.7,199,0
1345,2,298.8,308.6,1449,49.4,150,0
1346,0,302.8,310.6,1670,29.1,2,0
1347,2,300.3,311.6,1463,41.6,102,0
1348,1,296.9,307.4,1521,37.9,27,0
1349,2,304.0,313.1,1408,39.8,132,0
1350,0,298.7,308.5,1544,35.2,159,0
1351,1,297.2,308.6,1444,41.1,56,0
1352,2,302.4,310.1,1597,28.9,179,0
1353,1,300.6,310.2,1532,38.7,16,0
1354,1,295.8,306.5,1514,37.7,60,0
1355,1,298.0,308.7,1614,30.7,106,0
1356,0,302.0,311.1,1635,36.0,23,0
1357,2,297.7,308.4,1738,27.7,96,0
1358,0,299.1,310.6,1818,24.1,173,0
1359,0,304.0,313.0,1407,42.1,5,0
1360,0,298.5,308.7,1575,33.9,128,0
1361,0,300.3,311.8,1451,41.0,55,0
1362,0,299.9,310.3,1638,29.1,152,0
1363,0,298.8,308.9,1852,25.0,57,0
1364,0,301.3,310.8,1719,29.5,62,0
1365,0,300.4,311.5,1596,32.5,154,0
1366,2,302.4,310.2,1435,44.9,127,0
1367,0,301.6,310.0,1566,30.3,79,0
1368,2,303.6,311.7,1476,40.1,85,0
1369,0,297.4,309.2,1274,54.3,121,0
1370,1,299.7,309.1,1352,46.1,102,0
1371,1,300.2,311.7,1555,37.4,169,0
1372,2,299.7,310.3,1462,40.4,19,0
1373,2,300.9,312.0,2129,17.8,173,0
1374,0,300.4,309.9,1567,36.5,72,0
1375,0,303.9,313.2,1393,46.5,9,0
1376,0,299.6,310.1,1553,38.0,83,0
1377,0,300.6,312.0,1406,55.1,136,0
1378,0,299.3,308.6,1437,48.1,67,0
1379,2,298.2,309.0,1360,56.8,107,0
1380,0,301.8,311.0,1651,32.5,195,0
1381,0,303.0,312.5,1461,40.2,127,0
1382,1,298.2,307.9,1462,38.8,124,0
1383,0,297.5,308.7,1429,44.3,201,0
1384,2,298.6,309.5,1584,31.8,27,0
1385,2,295.7,306.2,1458,49.8,151,0
1386,0,298.1,308.1,1791,27.3,63,0
1387,1,296.7,307.8,1672,32.4,113,0
1388,0,300.2,311.6,1356,53.5,132,0
1389,1,302.2,311.5,1863,25.7,85,0
1390,0,303.8,312.7,1414,41.7,190,0
1391,0,302.4,310.2,1400,53.7,175,0
1392,0,298.5,310.1,1809,28.9,20,0
1393,1,303.2,311.2,1688,31.9,33,0
1394,1,300.6,309.8,1659,28.9,127,0
1395,0,303.2,311.4,1610,35.5,63,0
1396,0,298.8,310.2,1814,26.8,204,0
1397,1,300.3,311.1,1477,44.2,166,0
1398,0,298.1,308.5,1498,49.4,5,0
1399,1,300.2,311.6,1510,47.5,146,0
1400,0,301.4,310.6,1634,31.1,171,0
1401,0,301.0,311.2,1511,42.9,26,0
1402,1,299.3,309.0,1496,43.4,67,0
1403,0,297.1,308.2,1427,45.2,136,0
1404,0,298.4,307.9,1981,23.2,16,0
1405,0,301.6,310.9,1559,40.2,191,0
1406,1,298.9,308.2,1411,51.3,43,0
1407,1,302.9,312.5,1551,40.0,20,0
1408,2,301.3,310.6,1605,32.5,59,0
1409,0,301.3,310.8,1432,54.4,51,0
1410,0,302.1,310.8,1772,27.1,233,2
1411,0,298.4,308.2,1364,45.9,63,0
1412,0,303.2,311.2,1427,45.6,25,0
1413,1,297.4,308.2,1536,34.6,4,0
1414,1,298.0,307.6,1472,46.7,116,0
1415,2,302.3,311.8,1804,25.0,43,0
1416,0,298.6,309.5,1483,43.2,92,0
1417,2,300.1,311.5,1422,46.2,134,0
1418,0,300.5,310.0,1413,44.5,152,0
1419,1,298.3,309.6,1681,27.1,194,0
1420,1,299.0,310.0,1488,46.3,198,0
1421,1,300.5,311.8,1636,34.4,2,0
1422,0,297.3,308.5,1456,54.2,179,0
1423,0,300.7,310.8,1475,42.0,147,0
1424,1,301.9,309.6,1385,45.8,217,0
1425,1,301.5,310.5,1737,29.3,114,0
1426,0,298.5,308.3,1811,24.7,27,0
1427,0,299.6,310.7,1393,52.1,110,0
1428,1,297.3,308.2,1452,38.2,44,0
1429,1,300.8,310.8,1461,41.3,53,0
1430,0,301.5,310.9,1600,39.0,160,0
1431,0,299.6,309.1,2266,15.3,79,0
1432,1,300.4,311.5,1750,27.3,116,0
1433,0,299.8,309.1,1485,39.9,207,0
1434,0,297.8,309.9,1351,49.0,181,0
1435,1,300.3,310.0,1537,37.5,6,0
1436,1,298.6,309.4,1465,41.1,30,0
1437,0,301.7,311.1,1399,55.1,156,0
1438,0,300.7,312.0,1550,32.4,5,0
1439,0,300.7,310.1,1351,46.9,165,0
1440,1,302.4,310.9,1469,41.6,124,0
1441,1,298.2,309.4,1408,46.5,76,0
1442,0,302.5,310.3,1549,40.9,170,0
1443,2,297.2,308.3,1453,45.8,105,0
1444,0,298.7,309.9,1446,43.3,46,0
1445,0,298.6,309.7,1703,26.1,5,0
1446,2,298.6,309.4,1439,47.1,149,0
1447,2,297.4,308.4,1487,46.2,150,0
1448,0,301.3,311.1,1624,40.9,0,0
1449,1,303.8,313.0,1789,23.5,215,0
1450,0,302.4,311.0,1610,33.1,161,0
1451,0,300.0,309.0,2174,16.9,112,0
1452,0,301.5,310.4,1543,34.0,55,0
1453,0,300.1,310.0,1511,41.7,186,0
1454,0,301.3,310.5,1337,52.7,106,0
1455,0,299.8,309.6,1374,51.6,137,0
1456,0,301.2,312.3,1528,38.4,85,0
1457,1,299.7,309.0,1645,31.9,155,0
1458,1,298.5,309.4,1522,47.4,20,0
1459,1,298.7,309.7,1622,34.6,8,0
1460,1,302.3,311.4,1500,40.2,30,0
1461,0,302.2,310.9,1506,34.0,49,0
1462,0,300.7,311.8,1603,34.1,17,0
1463,2,303.3,311.3,1502,39.5,38,0
1464,1,303.7,312.7,1316,51.8,197,0
1465,0,295.9,306.4,1892,21.7,72,0
1466,2,301.0,310.1,1454,44.1,217,0
1467,1,295.5,306.0,1641,36.6,21,0
1468,0,299.0,308.8,1310,50.7,112,0
1469,0,301.3,310.6,1529,41.8,176,0
1470,0,300.6,309.4,1654,32.8,57,0
1471,1,302.3,310.7,1544,39.7,141,0
1472,0,301.6,310.9,1385,50.7,195,0
1473,0,301.0,311.4,1478,39.5,75,0
1474,0,302.8,312.4,1529,36.8,237,0
1475,1,297.9,307.9,1540,39.8,38,0
1476,1,301.0,311.2,1521,35.8,13,0
1477,0,300.8,312.0,1416,46.5,7,0
1478,0,298.8,309.9,1320,47.4,210,0
1479,0,298.0,307.3,1424,46.5,185,0
1480,0,298.7,308.5,1469,39.9,67,0
1481,1,300.4,311.7,1555,38.7,5,0
1482,0,298.4,308.0,1508,47.9,25,0
1483,0,302.2,311.6,1872,20.4,202,0
1484,0,299.5,308.6,1672,30.5,177,0
1485,1,300.7,309.5,1352,44.0,126,0
1486,0,297.6,308.3,1617,31.7,39,0
1487,0,298.5,309.6,1421,53.6,122,0
1488,0,300.3,311.4,1346,51.1,147,0
1489,0,300.5,310.5,1564,38.2,199,0
1490,2,296.8,307.5,1695,30.0,33,0
1491,1,297.7,308.9,1327,63.7,21,0
1492,1,302.3,311.8,1557,34.1,185,0
1493,0,295.7,306.2,1397,52.0,101,0
1494,0,297.1,307.8,1454,50.6,94,0
1495,0,300.5,309.8,1461,52.5,146,0
1496,1,298.9,309.3,1632,32.5,55,0
1497,0,302.7,310.6,1686,26.3,9,0
1498,2,302.0,309.9,1735,27.2,192,0
1499,1,300.2,311.4,1427,39.7,196,0
1500,0,302.2,310.8,1438,41.4,66,0
1501,0,302.4,311.2,1448,50.5,53,0
1502,0,296.2,307.2,1445,41.8,20,0
1503,0,298.8,309.9,1482,39.1,45,0
1504,1,304.3,313.5,1525,42.0,2,0
1505,0,300.2,311.6,1529,35.5,21,0
1506,0,295.6,306.1,1383,48.7,147,0
1507,1,298.4,309.5,1519,35.4,133,0
1508,1,301.6,310.4,1455,39.0,118,0
1509,0,301.0,310.7,1464,45.8,184,0
1510,0,297.4,308.1,1729,31.7,204,0
1511,2,301.3,310.1,1455,44.1,188,0
1512,2,297.4,308.8,1324,53.5,169,0
1513,0,302.4,311.8,1448,43.4,141,0
1514,1,300.3,309.9,1494,38.5,33,0
1515,0,301.8,311.2,1334,52.3,68,0
1516,0,300.8,312.4,1767,25.6,105,0
1517,0,300.1,309.2,1326,55.9,55,0
1518,0,300.5,311.4,1432,47.5,51,0
1519,0,301.1,312.3,1464,35.3,65,0
1520,1,300.9,309.9,1465,42.9,209,0
1521,2,299.8,309.2,1435,42.6,111,0
1522,0,300.7,311.2,1878,24.3,24,0
1523,0,300.5,309.7,1616,34.5,155,0
1524,1,300.7,309.5,1622,30.5,14,0
1525,2,302.2,310.9,1522,35.9,61,0
1526,0,299.7,309.6,1720,27.1,146,0
1527,0,301.2,309.9,1984,19.7,169,0
1528,1,302.0,310.4,1828,26.3,82,0
1529,0,296.9,308.0,1521,34.5,84,0
1530,1,302.7,311.7,1784,25.1,177,0
1531,0,297.0,307.8,1774,28.0,188,0
1532,0,298.7,309.2,1586,31.4,180,0
1533,1,300.7,310.3,1659,29.8,6,0
1534,0,303.4,311.5,1414,44.8,71,0
1535,0,297.3,308.7,1549,36.1,218,0
1536,0,304.0,313.3,1530,34.8,211,0
1537,2,297.7,307.4,1432,40.2,132,0
1538,2,300.1,309.6,1463,45.1,113,0
1539,2,304.1,313.3,1397,49.6,34,0
1540,0,300.3,310.2,1471,45.2,48,0
1541,1,302.1,311.4,1467,43.4,33,0
1542,0,302.2,311.3,1475,48.6,104,0
1543,0,301.0,310.8,1558,34.9,196,0
1544,0,299.5,310.8,1283,52.4,112,0
1545,1,303.4,312.2,1972,23.5,59,0
1546,0,301.0,310.9,1392,52.9,173,0
1547,2,298.0,307.9,1482,37.8,132,0
1548,0,301.4,311.0,1533,45.8,125,0
1549,0,297.6,309.1,1449,49.1,174,0
1550,0,299.0,310.1,1699,32.9,87,0
1551,1,299.0,310.0,1338,56.4,29,0
1552,0,297.4,308.5,1389,39.2,54,0
1553,0,297.9,307.8,1397,45.0,104,0
1554,0,298.8,308.9,1461,47.9,206,0
1555,0,300.7,309.9,1815,27.0,190,0
1556,1,304.0,312.7,1456,51.2,160,0
1557,1,302.9,312.2,1745,25.5,98,0
1558,1,301.3,311.1,1834,25.4,22,0
1559,0,301.1,310.1,1564,36.8,7,0
1560,0,300.7,310.2,1807,24.2,77,0
1561,0,299.8,309.4,1460,37.4,25,0
1562,1,299.5,310.8,1754,31.3,114,0
1563,0,301.1,310.1,1417,46.9,35,0
1564,0,296.9,308.3,1513,38.8,189,0
1565,0,297.2,308.6,1500,37.1,161,0
1566,0,297.8,307.8,1563,34.3,53,0
1567,1,300.1,311.3,1650,33.8,38,0
1568,1,301.4,310.6,1464,48.6,96,0
1569,0,304.0,313.3,1519,36.7,117,0
1570,1,301.5,310.8,1385,47.5,30,0
1571,1,299.3,309.1,1376,46.7,49,0
1572,1,296.1,306.9,1951,23.3,38,0
1573,0,303.4,311.8,2268,15.8,20,0
1574,0,298.0,307.8,1386,57.3,147,0
1575,0,300.9,310.4,1561,32.7,67,0
1576,2,301.9,311.0,1672,29.9,13,0
1577,0,297.8,308.4,1714,33.2,177,0
1578,0,297.7,308.4,1289,51.3,82,0
1579,0,300.6,311.6,1964,21.4,15,0
1580,2,300.0,310.1,1714,28.7,55,0
1581,0,302.3,310.7,1612,33.4,139,0
1582,0,300.6,311.9,1472,44.2,126,0
1583,1,298.0,309.0,1562,39.2,155,0
1584,1,298.0,307.9,1417,51.0,137,0
1585,0,300.8,312.3,1858,26.3,144,0
1586,1,299.8,309.7,1705,28.5,103,0
1587,0,298.2,309.0,1413,55.0,145,0
1588,0,300.9,309.5,1612,35.2,124,0
1589,0,297.0,307.6,1513,42.4,124,0
1590,0,298.4,309.9,1725,27.8,21,0
1591,0,300.4,309.8,1314,63.1,146,0
1592,0,299.7,309.3,1420,44.1,60,0
1593,1,303.5,312.6,1642,29.4,18,0
1594,0,299.0,310.1,1444,47.7,161,0
1595,0,297.8,307.6,1607,30.3,62,0
1596,2,302.0,310.6,1346,54.7,196,5
1597,0,301.5,310.9,1451,40.6,0,0
1598,1,301.0,309.8,1594,31.1,143,0
1599,1,298.6,309.2,1742,30.0,37,0
1600,0,301.5,310.9,1400,50.8,2,0
1601,1,303.9,313.2,1570,40.7,74,0
1602,2,298.7,308.4,1560,33.3,53,0
1603,0,298.8,310.0,1412,46.3,107,0
1604,1,299.8,311.0,1948,20.0,185,0
1605,1,297.6,308.6,1492,35.5,88,0
1606,0,297.9,309.0,1532,37.6,47,0
1607,1,300.2,310.2,1628,30.3,27,0
1608,2,299.1,308.8,1553,32.6,90,0
1609,0,301.3,310.7,1761,24.3,174,0
1610,2,300.4,309.8,1448,39.7,107,0
1611,0,300.8,310.2,1520,37.7,193,0
1612,1,300.1,309.3,1443,50.3,196,0
1613,0,297.3,308.1,1568,34.4,194,0
1614,2,299.1,310.1,1421,41.2,149,0
1615,0,298.6,309.8,1332,46.4,76,0
1616,2,298.9,309.3,1375,42.7,58,0
1617,0,302.9,312.2,1367,55.1,50,0
1618,0,300.1,311.4,1910,23.0,153,0
1619,0,300.8,311.4,1492,40.6,20,0
1620,0,302.3,311.8,1433,50.3,183,0
1621,0,301.3,310.6,1458,48.0,104,0
1622,1,301.8,311.1,1597,29.8,177,0
1623,0,296.6,307.4,1616,28.0,175,0
1624,0,297.5,308.2,1419,48.5,108,0
1625,0,300.3,311.5,1403,60.1,58,1
1626,0,300.1,309.3,1712,28.5,141,0
1627,0,301.8,310.6,1451,50.7,108,0
1628,2,302.8,311.0,1436,43.5,47,0
1629,0,298.2,308.3,1805,31.6,96,0
1630,2,297.4,308.7,1349,48.9,120,0
1631,0,298.3,309.2,1383,52.1,26,0
1632,2,300.8,310.5,1559,40.1,220,0
1633,0,297.2,308.5,1588,40.4,190,0
1634,1,301.0,311.5,1550,34.9,162,0
1635,1,303.3,312.6,1482,44.4,73,0
1636,0,298.0,308.7,1629,34.3,191,0
1637,0,303.5,311.5,1535,33.3,120,0
1638,0,299.6,311.0,1574,35.0,133,0
1639,1,298.4,308.5,1636,35.7,107,0
1640,0,298.3,308.8,1645,30.4,33,0
1641,0,301.3,311.0,1542,35.1,204,0
1642,0,303.7,312.6,1702,29.1,141,0
1643,0,300.2,311.8,1464,44.5,179,0
1644,0,297.5,308.7,1454,45.0,19,0
1645,0,300.2,309.7,1275,60.7,15,0
1646,1,301.7,311.0,1298,58.1,168,0
1647,1,303.3,311.8,1583,33.3,72,0
1648,1,300.5,309.9,1466,53.2,172,0
1649,1,301.5,311.1,1396,43.5,112,0
1650,0,300.1,309.3,1841,23.0,125,0
1651,0,300.7,310.8,1563,33.8,104,0
1652,1,298.5,308.2,1564,37.5,15,0
1653,0,302.5,310.2,1563,34.8,150,0
1654,1,302.3,311.7,1442,41.7,127,0
1655,1,300.6,309.3,1510,46.0,87,0
1656,1,298.5,309.7,1552,34.0,205,0
1657,0,301.6,310.7,1457,40.4,213,0
1658,0,298.8,309.7,1582,45.0,11,0
1659,0,300.6,310.2,1489,47.8,21,0
1660,1,297.5,309.4,1391,58.2,34,0
1661,1,298.5,308.7,1662,28.3,15,0
1662,0,302.7,310.6,1501,48.7,4,0
1663,2,301.5,310.4,1580,35.7,161,0
1664,0,297.3,308.0,1527,35.1,165,0
1665,2,296.4,307.4,1586,35.5,0,0
1666,0,300.0,309.5,1675,30.2,11,0
1667,1,302.5,311.9,1414,51.6,205,0
1668,0,298.8,308.9,1379,46.7,204,0
1669,0,298.8,310.1,1653,30.3,119,0
1670,1,300.2,311.6,1465,41.4,78,0
1671,2,296.8,307.8,1627,30.5,117,0
1672,0,297.6,307.1,1496,39.2,12,0
1673,0,300.0,311.2,1351,44.1,206,0
1674,1,299.8,309.4,1423,42.9,124,0
1675,0,297.4,309.2,1698,29.4,119,0
1676,0,298.4,309.4,1540,43.2,141,0
1677,0,300.8,312.1,1505,41.3,173,0
1678,0,301.6,310.6,1222,70.0,62,1
1679,0,298.6,309.6,1715,28.4,90,0
1680,2,297.5,308.3,1674,30.0,54,0
1681,1,295.8,306.3,1444,45.5,76,0
1682,0,299.7,309.6,1399,51.3,144,0
1683,0,300.7,311.0,1318,48.2,128,0
1684,0,297.9,309.1,1521,36.1,15,0
1685,1,298.1,307.8,1608,32.6,57,0
1686,0,301.5,310.4,1425,54.4,7,0
1687,0,297.3,308.0,1447,49.0,61,0
1688,1,296.6,307.5,1734,27.0,50,0
1689,2,301.0,311.0,1640,37.6,118,0
1690,0,299.2,310.6,1534,39.7,83,0
1691,1,304.0,313.1,1694,31.4,116,0
1692,0,301.4,310.7,1590,36.3,43,0
1693,0,301.2,309.9,1515,40.9,21,0
1694,0,298.7,309.0,1691,30.1,154,0
1695,2,298.4,308.2,1478,43.5,206,0
1696,2,298.8,310.2,1455,44.9,107,0
1697,1,301.1,311.6,1266,55.5,210,0
1698,1,299.3,308.9,1858,24.7,101,0
1699,0,297.8,308.3,1498,47.3,160,0
1700,0,300.8,309.7,1418,46.6,12,0
1701,0,295.7,306.1,1343,54.4,119,0
1702,1,300.2,309.6,1491,41.8,41,0
1703,2,301.5,310.8,1591,29.6,33,0
1704,1,299.8,309.7,1556,37.7,124,0
1705,1,298.9,308.5,1534,42.9,121,0
1706,1,302.2,311.7,1576,34.0,28,0
1707,1,297.2,308.3,1604,39.4,9,0
1708,0,299.7,309.1,1417,50.1,187,0
1709,2,297.6,308.7,1659,32.1,49,0
1710,1,298.8,309.1,1559,34.7,95,0
1711,1,301.9,310.7,1511,37.6,70,0
1712,0,300.8,311.4,1536,40.9,22,0
1713,0,299.9,309.4,1363,60.9,57,0
1714,0,301.0,310.4,2204,16.6,175,0
1715,1,298.7,310.3,1481,41.5,83,0
1716,0,301.3,310.6,1440,53.8,90,0
1717,0,299.1,310.6,1326,49.7,78,0
1718,1,301.6,311.2,1415,46.5,82,0
1719,1,296.7,307.8,1375,51.4,108,0
1720,1,301.9,311.0,1432,41.5,51,0
1721,0,295.6,306.2,1426,48.6,124,0
1722,1,304.1,313.3,1494,39.0,49,0
1723,0,301.0,311.0,1437,56.0,33,0
1724,1,302.5,311.1,1638,32.0,198,0
1725,0,302.3,310.7,1499,37.8,137,0
1726,0,298.8,309.8,1490,40.6,124,0
1727,0,303.3,312.6,1623,34.6,102,0
1728,0,300.7,312.3,1898,24.0,60,0
1729,0,300.4,310.4,1486,46.3,48,0
1730,0,303.9,313.2,1499,37.4,7,0
1731,0,300.9,310.8,1493,45.8,57,0
1732,0,299.1,310.6,1796,26.0,90,0
1733,0,298.2,307.5,1470,51.3,180,0
1734,0,299.3,308.7,1484,40.5,213,0
1735,0,300.9,310.4,1541,39.1,17,0
1736,0,300.4,311.2,1351,62.0,18,0
1737,0,303.5,313.0,1465,41.0,56,0
1738,1,302.3,311.6,1668,33.2,52,0
1739,1,301.3,310.4,1501,39.8,187,0
1740,1,297.5,308.1,1480,42.4,112,0
1741,0,297.5,308.5,1597,36.4,112,0
1742,1,301.7,310.8,1954,21.6,198,0
1743,0,300.2,310.2,1530,48.5,15,0
1744,0,300.4,309.7,1488,35.7,177,0
1745,1,303.1,311.3,1847,24.7,212,0
1746,1,299.1,310.5,1428,43.0,53,0
1747,1,301.6,310.6,1924,23.6,181,0
1748,0,302.6,310.4,1638,36.2,84,0
1749,2,302.2,310.7,1413,48.9,114,0
1750,0,301.1,312.3,1595,31.9,134,0
1751,0,297.9,307.6,1481,38.0,40,0
1752,2,298.8,308.5,1359,47.6,85,0
1753,2,299.9,309.6,1462,51.0,119,0
1754,0,299.0,308.6,1297,54.2,110,0
1755,1,298.3,308.1,1630,32.7,83,0
1756,0,297.6,308.6,1744,28.5,42,0
1757,1,298.7,309.8,1528,36.7,197,0
1758,0,302.8,312.3,1504,40.3,204,0
1759,0,300.3,309.3,1612,36.0,158,0
1760,0,302.8,310.9,1636,35.0,38,0
1761,0,302.3,311.7,1510,38.7,141,0
1762,0,302.6,311.0,1520,42.8,148,0
1763,1,298.0,307.5,1784,27.8,163,0
1764,0,297.6,308.6,1351,51.0,37,0
1765,0,301.3,310.3,1560,36.3,129,0
1766,0,300.5,311.4,1400,45.1,29,0
1767,1,300.9,310.9,1636,35.3,153,0
1768,2,300.9,310.7,1656,30.7,200,0
1769,0,304.0,313.0,1541,45.9,64,0
1770,0,302.7,310.7,1398,57.7,19,0
1771,1,302.7,312.0,1538,36.7,74,0
1772,0,302.0,310.7,1698,28.1,39,0
1773,1,300.7,309.6,1525,36.5,71,0
1774,0,299.3,308.7,1579,36.3,211,0
1775,1,300.1,309.6,1622,36.1,43,0
1776,0,298.1,308.1,1410,45.8,71,0
1777,1,298.8,310.3,1528,37.1,99,0
1778,1,298.4,309.2,1414,46.4,128,0
1779,1,300.4,311.6,1518,36.4,53,0
1780,0,303.9,312.7,1789,24.4,163,0
1781,0,297.9,307.6,1550,39.0,35,0
